ZoomInfo Company ID,Founded Year,Revenue (in 000s USD),Revenue Range (in USD),Est. Marketing Department Budget (in 000s USD),Est. Finance Department Budget (in 000s USD),Est. IT Department Budget (in 000s USD),Est. HR Department Budget (in 000s USD),Employees,Employee Range,Past 1 Year Employee Growth Rate,Past 2 Year Employee Growth Rate,SIC Code 1,SIC Code 2,SIC Codes,NAICS Code 1,NAICS Code 2,NAICS Codes,Primary Industry,Primary Sub-Industry,All Industries,All Sub-Industries,Industry Hierarchical Category,Secondary Industry Hierarchical Category,Alexa Rank,Ownership Type,Business Model,Certified Active Company,Certification Date,Total Funding Amount (in 000s USD),Recent Funding Amount (in 000s USD),Recent Funding Round,Recent Funding Date,Recent Investors,All Investors,Company City,Company State,Company Zip Code,Company Country,Number of Locations,Company Is Acquired,Company ID (Ultimate Parent),Company ID (Immediate Parent)
146703376,2001,17730,$10 mil. - $25 mil.,1436,265,656,219,79,Employees.50to99,0,0,4581,458,45;458;4581,488190,48819,48;488;4881;48819;488190,Transportation,"Airlines, Airports & Air Services",Transportation,"Airlines, Airports & Air Services",transportation,transportation.airline,20913633,Private,B2B,Yes,3-Oct-19,0,0,,,,,Miami,Florida,33166,United States,11,,,
197165083,2003,122207,$100 mil. - $250 mil.,9898,1833,4521,1411,361,Employees.250to499,20.3,22.4,3499,3448,33;335;3354;34;349;3499;333;3334;344;3448;342;3429;3355,332999,332510,33;331;3313;33131;331313;332;3325;33251;332510;3329;33299;332999;3323;33231;332311;331318,Manufacturing,Building Materials,Manufacturing,Building Materials,mfg,mfg.building,313287,Private,B2B,Yes,5-Aug-20,2000,0,Private Equity,3-Mar-21,MPE Partners,PPP;MPE Partners,Columbia City,Indiana,46725,United States,7,,,
111429622,1905,974,"$500,000 - $1 mil.",,,,21,9,Employees.5to9,0,0,8611,861,86;861;8611,813910,81391,81;813;8139;81391;813910,Organizations,Membership Organizations,Organizations,Membership Organizations,orgs,orgs.membership,,Private,B2B,Yes,13-Dec-19,150,150,Debt,7-Apr-20,PPP,PPP,Van Wert,Ohio,45891,United States,3,,,
3754669,1986,60932,$50 mil. - $100 mil.,7982,609,2132,645,250,Employees.250to499,0,0,7389,7379,73;737;7379;7374;7371;738;7389;7376;7373,541519,541513,54;541;5415;54151;541512;51;517;5178;51781;517810;541519;541511;518;5182;51821;518210;541513,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,4714016,Private,B2B,Yes,22-Apr-22,2000,2000,Debt,15-Apr-20,PPP,PPP,New York City,New York,10004,United States,3,,,
103383539,1967,427451,$250 mil. - $500 mil.,21372,4274,8121,6000,3444,Employees.1000to4999,9.8,-0.1,8249,1629,82;824;8249;16;162;1629,237990,23799,23;237;2379;23799;237990,Construction,Civil Engineering Construction,Construction,Civil Engineering Construction,construction,construction.civil,1898954,Private,B2B,Yes,4-Jan-24,0,0,,,,,Odessa,Texas,79766,United States,24,,,
16614174,1869,10165000,Over $5 bil.,1240130,101650,203300,13400,9400,Employees.5000to9999,5.7,9.3,5063,5045,50;504;5045;506;5063,449210,423610,44;449;4492;44921;449210;42;423;4236;42361;423610,Retail,Consumer Electronics & Computers Retail,Retail,Consumer Electronics & Computers Retail,retail,retail.computer,154419,Private,B2B,Yes,24-Feb-24,750000,750000,Debt,13-Aug-18,"Regions;Bank of America Merrill Lynch;PNC Capital Markets LLC;JPMorgan Chase;Fifth Third Bank;Wells Fargo Securities, LLC;Commerce Bank;BMO Capital Markets Corp.;Branch Banking and Trust Company;Comerica;U.S. Bank National Association","Regions;Bank of America Merrill Lynch;PNC Capital Markets LLC;JPMorgan Chase;Fifth Third Bank;Wells Fargo Securities, LLC;Commerce Bank;BMO Capital Markets Corp.;Branch Banking and Trust Company;Comerica;U.S. Bank National Association",Clayton,Missouri,63105,United States,265,,,
369319109,1998,2757,$1 mil. - $5 mil.,317,27,71,39,17,Employees.10to19,-19,0,7922,792,79;792;7922,711110,71111,71;711;7111;71111;711110,Hospitality,Fitness & Dance Facilities,Hospitality,Fitness & Dance Facilities,hospitality,hospitality.fitness,,Private,B2C,No,,0,0,,,,,Cleveland,Ohio,44121,United States,4,,,
4736666,1994,14897,$10 mil. - $25 mil.,1206,223,551,269,78,Employees.50to99,5.4,5.4,3599,3086,35;359;3599;30;308;3086,332710,326150,33;332;3327;33271;332710;32;326;3261;32615;326150;325;3252;32521;325211,Manufacturing,"Plastic, Packaging & Containers",Manufacturing,"Plastic, Packaging & Containers",mfg,mfg.plastic,7701390,Private,B2B,Yes,9-Jun-22,1000,1000,Debt,4-Apr-20,PPP,PPP,Gwinn,Michigan,49841,United States,4,,,
37962980,2002,359011,$250 mil. - $500 mil.,47030,3590,12565,2566,1473,Employees.1000to4999,0,0,7389,7379,73;737;7379;738;7389;7374;7371;7372,541519,541512,51;518;5182;51821;518210;54;541;5415;54151;541512;513;5132;51321;513210;541519;516;5162;51621;541511,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Business Intelligence (BI) Software;Engineering Software,bizservice,bizservice.techconsulting,1293801,Private,B2B,Yes,19-Feb-24,5000,5000,Debt,7-Apr-20,PPP,PPP,Irvine,California,92618,United States,25,Yes,18579882,18579882
37934049,1907,402243547,Over $5 bil.,20112177,4022435,11665062,209665,93000,Employees.10000plus,0,0,5541,4925,49;492;4925;55;554;5541;28;281;2819,457120,221210,22;221;2212;22121;221210;45;457;4571;45712;457120;21;211;2111;21113;211130,Retail,"Convenience Stores, Gas Stations & Liquor Stores","Retail;Energy, Utilities & Waste","Convenience Stores, Gas Stations & Liquor Stores;Electricity, Oil & Gas",retail,retail.conveniencestore,13708,Public,B2C,Yes,14-Feb-24,0,0,,,,,London,Greater London,SE1 7NA,United Kingdom,59,,,
346642163,2008,42063500,Over $5 bil.,2103175,420635,1219841,8152,3616,Employees.1000to4999,12.2,12.2,8611,1311,86;861;8611;13;131;1311,813910,211120,81;813;8139;81391;813910;21;211;2111;21112;211120,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,3449826,Public,B2B,Yes,5-Feb-24,0,0,,,,,Parsippany,New Jersey,7054,United States,28,,,
241697115,1973,60086,$50 mil. - $100 mil.,4686,450,3244,501,236,Employees.100to249,18.6,28.3,6029,6021,60;602;6021;6029,522110,52211,52;522;5221;52211;522110,Finance,Banking,Finance,Banking,finance,finance.banking,633181,Private,B2B,Yes,26-Feb-24,0,0,,,,,Baytown,Texas,77521,United States,36,,,
344776943,2003,5515,$5 mil. - $10 mil.,722,55,193,60,26,Employees.20to49,0,0,7376,737,73;737;7376,541513,54151,54;541;5415;54151;541513,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,7584996,Private,B2C,Yes,28-Nov-23,0,0,,,,,Oakland,California,94612,United States,7,,,
1104993204,2016,3744,$1 mil. - $5 mil.,292,28,202,18,8,Employees.5to9,0,0,6211,621,62;621;6211,523910,52391,52;523;5239;52391;523910,Finance,Venture Capital & Private Equity,Finance,Venture Capital & Private Equity,finance,finance.venturecapital,14715808,Private,B2B,No,,0,0,,,,,Leawood,Kansas,66211,United States,1,,,
36900854,1989,50000000,Over $5 bil.,3900000,375000,2700000,603034,400000,Employees.10000plus,-3.6,0,8748,8721,87;874;8748;872;8721;72;729;7291,541618,541219,54;541;5412;54121;541213;5416;54161;541618;541211;541219,Business Services,Management Consulting,Business Services,Management Consulting;Accounting Services,bizservice,bizservice.consulting,8995,Private,B2B,Yes,22-Feb-24,0,0,,,,,London,Greater London,SE1 2DA,United Kingdom,51,,,
397819408,2017,8878,$5 mil. - $10 mil.,1163,88,328,162,44,Employees.20to49,4.8,4.8,7371,737,39;394;73;737;7371,541511,54151,33;339;54;541;5415;54151;541511,Manufacturing,Toys & Games,Manufacturing;Business Services,Toys & Games;Custom Software & IT Services,mfg,mfg.toys,41664,Private,B2B,Yes,16-Mar-23,0,0,,,,,Santa Monica,California,90401,United States,1,,464978399,464978399
85607948,1953,2303036,$1 bil. - $5 bil.,301697,23030,78303,4052,2326,Employees.1000to4999,0,0,8733,8699,83;832;8322;87;873;8733;86;869;8699,813219,813212,81;813;8132;81321;813212;54;541;5417;54172;541720;54171;541713;813219,Organizations,Non-Profit & Charitable Organizations,Organizations;Business Services,Non-Profit & Charitable Organizations;Research & Development,orgs,orgs.charitable,122341,Private,B2B,Yes,7-Dec-23,0,0,,,,,Chevy Chase,Maryland,20815,United States,6,,,
14518633,1847,3451,$1 mil. - $5 mil.,207,34,117,32,14,Employees.10to19,0,0,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,302504,Private,B2B,Yes,14-Jun-22,0,0,,,,,Kenosha,Wisconsin,53140,United States,6,,,
11241605,1967,222784,$100 mil. - $250 mil.,11139,2227,4232,770,350,Employees.250to499,2,7.4,1799,1629,16;162;1629;17;179;1799,237990,237110,23;237;2379;23799;237990;2371;23711;237110,Construction,Civil Engineering Construction,Construction,Civil Engineering Construction,construction,construction.civil,1580323,Private,B2B,Yes,15-Nov-23,0,0,,,,,Indianapolis,Indiana,46260,United States,16,,,
125583403,1995,13012,$10 mil. - $25 mil.,1027,130,611,16,7,Employees.5to9,0,0,8621,862,86;862;8621,813920,81392,81;813;8139;81392;813920,Organizations,Membership Organizations,Organizations,Membership Organizations,orgs,orgs.membership,9024284,Private,,Yes,19-Jan-24,0,0,,,,,New Port Richey,Florida,34655,United States,5,,,
416704626,1993,41438,$25 mil. - $50 mil.,5428,414,1533,214,95,Employees.50to99,-2.1,4.4,7374,7373,73;737;7371;7374;7373;7372,541512,541511,51;513;5132;51321;513210;518;5182;51821;518210;54;541;5415;54151;541511;541512,Software,Business Intelligence (BI) Software,Software,Business Intelligence (BI) Software;Networking Software;Security Software;Supply Chain Management (SCM) Software,software,software.bi,9897589,Private,B2B,Yes,16-Jun-23,50000,50000,Unspecified,22-Dec-21,Ainda,Ainda,Carlsbad,California,92008,United States,7,,,
155271199,2007,6373,$5 mil. - $10 mil.,516,95,235,60,26,Employees.20to49,0,0,4899,4812,48;481;4812;489;4899,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,1471992,Private,B2B,Yes,26-Feb-24,150,150,Debt,14-Apr-20,PPP,PPP,Greenville,South Carolina,29601,United States,6,,,
3754667,1997,3807049,$1 bil. - $5 bil.,498723,57105,140860,51649,22910,Employees.10000plus,0,0,3843,384,38;384;3843,339114,33911,33;339;3391;33911;339114,Manufacturing,Medical Devices & Equipment,Manufacturing,Medical Devices & Equipment,mfg,mfg.medical,37609,Public,B2B,Yes,9-Jun-23,13000,13000,Stock Issuance/Offering,25-Jan-01,,,Tempe,Arizona,85281,United States,28,,,
355765962,2003,6852,$5 mil. - $10 mil.,534,51,280,47,19,Employees.10to19,0,0,6411,641,64;641;6411,524210,52421,52;524;5242;52421;524210,Insurance,,Insurance,,insurance,,,Private,B2B,Yes,3-Jan-22,150,150,Debt,3-May-20,PPP,PPP,Lakewood,New Jersey,8701,United States,4,,,
41026864,1976,26473,$25 mil. - $50 mil.,2144,397,979,1117,348,Employees.250to499,0,0,3545,3544,35;354;3545;353;3531;3544;34;349;3499,561499,333515,33;333;3335;33351;333515;3331;33312;333120;333514;332;3329;33299;332999;56;561;5614;56149;561499,Manufacturing,Industrial Machinery & Equipment,Manufacturing,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,7885783,Private,B2B,Yes,15-Dec-23,0,0,,,,,Lenexa,Kansas,66219,United States,33,,,
369320107,1980,201,"Under $500,000",20,2,7,14,6,Employees.5to9,0,0,8661,866,86;866;8661,813110,81311,81;813;8131;81311;813110,Organizations,Religious Organizations,Organizations,Religious Organizations,orgs,orgs.religious,,Private,B2B,No,,0,0,,,,,Neosho,Missouri,64850,United States,1,,,
369387279,2013,64599,$50 mil. - $100 mil.,3229,645,1873,1160,363,Employees.250to499,1.7,1.7,3533,353,35;353;3533,333132,33313,33;333;3331;33313;333132,Manufacturing,Industrial Machinery & Equipment,Manufacturing,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,5519889,Private,B2B,Yes,7-Jun-22,892,542,Debt,28-Jan-21,PPP,PPP;PPP,Houma,Louisiana,70364,United States,5,,,
193102142,1913,1264942,$1 bil. - $5 bil.,102460,18974,46802,11165,4272,Employees.1000to4999,0.5,3.9,5085,5084,37;371;3711;379;3799;50;508;5084;5085,423830,336999,42;423;4238;42383;423830;33;336;3361;33612;336120;3369;33699;336999,Manufacturing,Motor Vehicles,Manufacturing,Motor Vehicles;Industrial Machinery & Equipment,mfg,mfg.car,968867,Private,B2B,Yes,13-Feb-24,0,0,,,,,Appleton,Wisconsin,54912,United States,25,,29212983,29212983
27677418,2004,1500,$1 mil. - $5 mil.,196,15,51,50,13,Employees.10to19,0,0,8734,8731,28;283;2834;87;873;8731;8734,541714,541380,32;325;3254;32541;325412;54;541;5417;54171;541714;5413;54138;541380,Manufacturing,Pharmaceuticals,Manufacturing;Business Services,Pharmaceuticals;Research & Development,mfg,mfg.pharmaceuticals,8914472,Public,B2B,Yes,14-Jun-22,429200,35000,Share Placement,6-Dec-21,,Undisclosed;Undisclosed;venBio Select;RA Capital Management;Redmile Group;AJU IB Investment;Remeditex Ventures;Perceptive Advisors;Ridgeback Capital Management;Jennison Associates;Sabby Capital;AVG Ventures;Cancer Prevention and Research Institute of Texas;Undisclosed;Undisclosed;Cancer Prevention and Research Institute of Texas;Undisclosed;PPP,Houston,Texas,77098,United States,6,,,
68602873,1999,648690,$500 mil. - $1 bil.,51246,6486,30488,3689,1383,Employees.1000to4999,13.6,13.6,8111,7389,73;738;7389;81;811;8111;737;7372,541199,541110,54;541;5411;54119;541199;54111;541110;51;513;5132;51321;513210,Software,Legal Software,Software,Legal Software,software,software.legal,13984,Public,B2B,Yes,14-Feb-24,0,0,Unspecified,31-Jul-18,Franklin Templeton Investments;Francisco Partners;GPI Capital;Neuberger Berman,Franklin Templeton Investments;Francisco Partners;GPI Capital;Neuberger Berman,Glendale,California,91203,United States,15,,,
218706,1985,10352000,Over $5 bil.,838512,155280,383024,52168,23140,Employees.10000plus,7.2,7.2,4512,451,45;451;4512,481112,481111,48;481;4811;48111;481111;481112,Transportation,"Airlines, Airports & Air Services",Transportation,"Airlines, Airports & Air Services",transportation,transportation.airline,3267,Public,B2B,Yes,14-Feb-23,0,0,,,,,Seattle,Washington,98188,United States,18,,,
4899616,1988,17565000,Over $5 bil.,1370070,131737,948510,46988,19900,Employees.10000plus,0,0,6799,6733,62;621;6211;628;6289;6282;67;673;6733;679;6799;63;637;6371;672;6722,525990,525920,52;523;5239;52399;523999;525;5259;52592;525920;52394;523940;5231;52315;523150;52599;525990;52591;525910;52392;523920,Finance,Investment Banking,Finance,Investment Banking;Venture Capital & Private Equity,finance,finance.investment,22235,Public,B2B,Yes,6-Oct-23,126000,126000,Stock Issuance/Offering,30-Sep-99,,,New York City,New York,10001,United States,112,,,
344396417,1897,8194900,Over $5 bil.,999777,81949,163898,13075,5800,Employees.5000to9999,0,0,2099,2035,20;203;2032;2034;209;2099;2035,311999,311920,31;311;3119;31199;311999;3114;31142;311421;31192;311920,Manufacturing,Food & Beverage,Manufacturing,Food & Beverage,mfg,mfg.food,657843,Public,B2B,Yes,27-Feb-24,0,0,,,,,Orrville,Ohio,44667,United States,28,,,
100025417,1962,3050000,$1 bil. - $5 bil.,237900,22875,164700,32669,14491,Employees.10000plus,45,46.1,6282,6211,62;628;6282;621;6211;61;615;6153,523940,523910,52;523;5231;52315;523150;5239;52394;523940;52391;523910,Finance,Investment Banking,Finance,Investment Banking,finance,finance.investment,69773,Public,B2B,Yes,27-Feb-24,0,0,,,,,Saint Petersburg,Florida,33716,United States,64,,,
169231161,1964,25500000,Over $5 bil.,3111000,255000,510000,54171,38000,Employees.10000plus,0,0,7549,5947,55;554;5541;54;549;5499;59;594;5947;75;754;7549,811192,811191,81;811;8111;81119;811192;44;445;4451;44513;445131;45;457;4571;45712;457120;459;4594;45942;459420;45711;457110;811191;447;4471;44719;447190,Retail,"Convenience Stores, Gas Stations & Liquor Stores",Retail;Consumer Services,"Convenience Stores, Gas Stations & Liquor Stores;Automotive Service & Collision Repair",retail,retail.conveniencestore,63933,Private,B2B,Yes,14-Feb-24,0,0,,,,,Oklahoma City,Oklahoma,73120,United States,10,,,
352737550,2003,1279,$1 mil. - $5 mil.,103,19,47,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,,Private,B2B,Yes,24-Jun-19,0,0,,,,,Melville,New York,11747,United States,2,Yes,357927222,357927222
398208811,2003,47527,$25 mil. - $50 mil.,991,128,605,152,195,Employees.100to249,24.1,-16.2,8748,874,87;874;8748,541618,54161,54;541;5416;54161;541618,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,11694011,Private,B2B,Yes,2-Aug-23,0,0,,,,,Addison,Texas,75001,United States,5,,,
102286577,1980,74241,$50 mil. - $100 mil.,5568,742,1410,181,80,Employees.50to99,0,6.7,4911,491,49;491;4911,221122,22112,22;221;2211;22112;221122,"Energy, Utilities & Waste",,"Energy, Utilities & Waste","Electricity, Oil & Gas",energy,,7478546,Private,B2B,Yes,30-Jun-22,0,0,,,,,Carmel,Indiana,46032,United States,2,,,
226328965,2005,75246,$50 mil. - $100 mil.,9706,752,2106,721,358,Employees.250to499,2.6,2.3,7389,7374,73;737;7374;7373;738;7389;7372,541512,518210,54;541;5415;54151;541512;51;518;5182;51821;518210;513;5132;51321;513210,Software,Business Intelligence (BI) Software,Software,Business Intelligence (BI) Software;Customer Relationship Management (CRM) Software,software,software.bi,4142111,Private,B2B,Yes,21-Feb-24,8000,8000,Series A,22-Dec-08,,,New York City,New York,10017,United States,11,,,
438430483,2017,5426,$5 mil. - $10 mil.,710,54,200,242,108,Employees.100to249,24.1,24.1,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Software,,Software,,software,,398474,Private,B2B,Yes,10-Jan-23,10000,10000,Other Financing Round,2-Jun-22,OKX,OKX,,,,China,,,,
347813920,1984,29496,$25 mil. - $50 mil.,2389,442,1091,39,17,Employees.10to19,0,0,7389,2741,27;274;2741;73;738;7389,541990,54199,54;541;5419;54199;541990,Media & Internet,Data Collection & Internet Portals,Media & Internet;Business Services,Data Collection & Internet Portals;Research & Development,media,media.data,341643,Private,B2C,Yes,17-Dec-19,0,0,,,,,Evanston,Indiana,47531,United States,6,,,
33850563,1909,5916000,Over $5 bil.,461448,44370,319464,32994,15151,Employees.10000plus,0.4,0.4,7389,7379,62;621;6211;73;732;7323;738;7389;737;7371;7379,561450,541519,51;518;5182;51821;518210;54;541;5415;54151;541511;516;5162;51621;541519;56;561;5614;56145;561450,Finance,,Finance;Software,Credit Cards & Transaction Processing;Financial Software;Investment Banking;Venture Capital & Private Equity,finance,,80789,Public,B2B,Yes,8-Mar-24,0,0,,,,,New York City,New York,10007,United States,25,,,
20515255,1904,2062,$1 mil. - $5 mil.,167,30,76,51,22,Employees.20to49,0,0,4813,4812,48;481;4813;4812,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,381294,Private,B2C,Yes,1-Feb-24,0,0,,,,,Woodstock,Ontario,N4V 1E3,Canada,16,,,
28610150,2012,109378,$100 mil. - $250 mil.,2625,1093,2625,6446,4522,Employees.1000to4999,0.7,0.2,9199,919,91;919;9199,921190,92119,92;921;9211;92119;921190,Government,Local,Government,Local,government,government.local,79207,Private,B2B,Yes,27-Feb-24,0,0,,,,,Carmel,Indiana,46032,United States,40,,,
207897110,2006,944557,$500 mil. - $1 bil.,121847,9445,26447,2425,1076,Employees.1000to4999,3.9,2.6,7389,7374,73;737;7374;738;7389;7373;731;7313,541890,541840,54;541;5415;54151;541511;5418;54184;541840;54189;541890;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services;Advertising & Marketing,bizservice,bizservice.techconsulting,,Public,B2B,Yes,4-Oct-23,398217,200000,Private Equity,6-Jul-21,The Baupost Group,"Susquehanna Growth Equity;Carmel Ventures;Index Ventures;Lightspeed Venture Partners;Carmel Ventures;Gemini Israel Funds;GlenRock Israel, Ltd., Advisory Arm;Lightspeed Venture Partners;Carmel Ventures;Index Ventures;Gemini Israel Funds;GlenRock;Vintage Investment Partners;HarbourVest;Lightspeed Venture Partners;LGiLab;GlenRock;Carmel Ventures;GlenRock;Gemini Israel ventures;Lightspeed Venture Partners;The Baupost Group;GlenRock;Gemini Israel ventures;Lightspeed Venture Partners",New York City,New York,10011,United States,12,,,
81332004,1987,4552,$1 mil. - $5 mil.,657,59,1138,41,18,Employees.10to19,-10,-10,5813,581,58;581;5813,722410,72241,72;722;7224;72241;722410,Hospitality,Restaurants,Hospitality,Restaurants,hospitality,hospitality.restaurant,3647278,Private,B2C,Yes,22-Jul-19,150,150,Debt,30-Apr-20,PPP,PPP,Andover,Massachusetts,1810,United States,2,,,
1257286797,,22423,$10 mil. - $25 mil.,1681,224,426,51,22,Employees.20to49,0,0,4924,492,49;492;4924,221210,22121,22;221;2212;22121;221210,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,15080742,Private,B2B,Yes,20-Jul-23,0,0,,,,,Houston,Texas,77002,United States,1,,,
19251387,1994,17907,$10 mil. - $25 mil.,1450,268,662,183,81,Employees.50to99,0,0,7376,4899,73;737;7376;48;489;4899,541513,517312,51;517;5171;51711;517112;54;541;5415;54151;541513;5173;51731;517312,Business Services,Custom Software & IT Services,Business Services;Software;Telecommunications;Telecommunications,Custom Software & IT Services;Content & Collaboration Software;Telephony & Wireless,bizservice,bizservice.techconsulting,646441,Private,B2B,Yes,27-Sep-22,0,0,,,,,Saint George,Utah,84770,United States,7,Yes,374823987,374823987
30936167,1998,634007,$500 mil. - $1 bil.,49452,4755,34236,4557,3000,Employees.1000to4999,11.1,6,8748,8742,87;874;8748;73;737;7374;738;7389;8742;873;8732,541910,541618,54;541;5416;54161;541618;51;518;5182;51821;518210;541612;5419;54191;541910,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,354234,Private,B2B,Yes,7-Apr-23,212000,212000,Unspecified,20-Dec-15,SFW Capital Partners,SFW Capital Partners,New York City,New York,10165,United States,15,,,
114672438,1978,21134,$10 mil. - $25 mil.,1627,211,993,225,100,Employees.100to249,-1,-6.5,8999,8748,89;899;8999;87;874;8748,541690,541618,54;541;5416;54161;541618;54169;541690,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,7921454,Private,B2B,Yes,22-Jan-24,1000,0,Private Equity,4-Dec-20,MFG Partners;Merit Capital Partners,MFG Partners;Merit Capital Partners;PPP,Richardson,Texas,75081,United States,14,Yes,40912040,40912040
361378813,2012,6252,$5 mil. - $10 mil.,806,62,175,25,11,Employees.10to19,0,0,737,73,48;73;737,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,,Private,B2C,No,,0,0,,,,,Mishawaka,Indiana,46544,United States,1,,,
353353324,2000,1523,$1 mil. - $5 mil.,123,22,56,18,8,Employees.5to9,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,,Private,B2B,No,,0,0,,,,,Pembroke Pines,Florida,33082,United States,3,,,
370717194,2010,174343,$100 mil. - $250 mil.,22838,1743,6450,1312,830,Employees.500to999,0,0,7389,7379,73;737;7371;7379;7376;738;7389;7372,541513,541511,54;541;5415;54151;541513;541511;51;518;5182;51821;518210;513;5132;51321;513210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,5798,Private,B2B,Yes,27-Feb-24,381350,50000,Series C,24-Oct-23,Accel;Tiger Global Management;Norwest Venture Partners,Accel Partners;Norwest Venture Partners;TriplePoint Venture Growth BDC;TPG;Steadview Capital;Tiger Global;Advent International;Steadview Capital;Accel;Tiger Global Management;Norwest Venture Partners;Accel;TriplePoint Venture Growth BDC;Steadview Capital;Norwest Venture Partners;PPP,Bellevue,Washington,98007,United States,6,,,
352838278,1857,1433215,$1 bil. - $5 bil.,111790,10749,77393,7127,5000,Employees.5000to9999,-0.1,0.9,6029,6022,60;602;6022;6021;6029,522110,52211,52;522;5221;52211;522110,Finance,Banking,Finance,Banking,finance,finance.banking,8870,Private,B2C,Yes,2-Feb-24,0,0,,,,,Omaha,Nebraska,68197,United States,64,,92260441,92260441
67847567,1982,609319,$500 mil. - $1 bil.,79820,6093,21326,3563,2500,Employees.1000to4999,-2,-2,7389,7379,73;737;7379;7374;7371;7376;7373;738;7389,541519,541513,54;541;5415;54151;541512;541511;541519;541513;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,2602241,Private,B2B,Yes,5-Feb-24,0,0,,,,,Hebron,Kentucky,41048,United States,12,,,
19088197,1971,84445,$50 mil. - $100 mil.,10302,844,1688,1030,565,Employees.500to999,-0.2,0.9,5099,5044,50;504;5044;509;5099,423990,423420,42;423;4234;42342;423420;4239;42399;423990,Retail,Office Products Retail & Distribution,Retail,Office Products Retail & Distribution;Home Improvement & Hardware Retail,retail,retail.office,7601046,Private,B2B,Yes,19-Feb-24,2000,2000,Debt,9-Apr-20,PPP,PPP,St. Louis,Missouri,63146,United States,17,Yes,16122787,16122787
345630301,2002,2864,$1 mil. - $5 mil.,231,42,105,27,12,Employees.10to19,0,0,7379,4813,48;481;4813;73;737;7379,541519,54151,51;517;54;541;5415;54151;541519,Telecommunications,Cable & Satellite,Telecommunications;Business Services,Cable & Satellite;Custom Software & IT Services,telecom,telecom.cable,14204286,Private,B2B,Yes,21-Sep-22,0,0,,,,,Dallas,Texas,75251,United States,3,,,
72090875,1999,17902305,Over $5 bil.,2184081,179023,358046,130506,57888,Employees.10000plus,1.9,1.5,3679,3674,36;367;3679;3674,334419,334413,33;334;3344;33441;334419;334413,Manufacturing,Electronics,Manufacturing,Electronics,mfg,mfg.electronics,22950,Public,B2B,Yes,12-Feb-24,2860000,1160000,Share Placement,27-May-20,,DENSO,Neubiberg,Bavaria,85579,Germany,22,,,
465225565,1987,9220660,Over $5 bil.,1124920,92206,184413,10454,4000,Employees.1000to4999,5,4.9,6719,5699,31;311;3111;23;238;2389;232;2329;56;569;5699;22;223;2231;67;671;6719,551112,541490,31;315;3152;31525;315250;54;541;5414;54149;541490;55;551;5511;55111;551112;316;3161;31611;316110,Holding Companies & Conglomerates,,Holding Companies & Conglomerates;Manufacturing;Retail,Apparel & Accessories Retail;Textiles & Apparel,conglomerate,,489621,Private,B2B,Yes,15-Aug-23,0,0,,,,,New York City,New York,10118,United States,30,,,
